0055,0066,255,000,000,000
0056,0014,255,000,000,000
0056,0066,255,000,000,000
0057,0015,255,000,000,000
0057,0065,255,000,000,000
0058,0015,255,000,000,000
0058,0016,255,000,000,000
0058,0064,255,000,000,000
0058,0065,255,000,000,000
0059,0016,255,000,000,000
0059,0064,255,000,000,000
0060,0017,255,000,000,000
0060,0063,255,000,000,000
0061,0018,255,000,000,000
0061,0062,255,000,000,000
0062,0019,255,000,000,000
0062,0061,255,000,000,000
0063,0020,255,000,000,000
0063,0060,255,000,000,000
0064,0021,255,000,000,000
0064,0022,255,000,000,000
0064,0058,255,000,000,000
0064,0059,255,000,000,000
0065,0022,255,000,000,000
0065,0023,255,000,000,000
0065,0057,255,000,000,000
0065,0058,255,000,000,000
0066,0024,255,000,000,000
0066,0025,255,000,000,000
0066,0055,255,000,000,000
0066,0056,255,000,000,000
0067,0026,255,000,000,000
0067,0054,255,000,000,000
0068,0028,255,000,000,000
0068,0029,255,000,000,000
0068,0051,255,000,000,000
0068,0052,255,000,000,000
0069,0030,255,000,000,000
0069,0031,255,000,000,000
0069,0032,255,000,000,000
0069,0048,255,000,000,000
0069,0049,255,000,000,000
0069,0050,255,000,000,000
0070,0033,255,000,000,000
0070,0034,255,000,000,000
0070,0035,255,000,000,000
0070,0036,255,000,000,000
0070,0037,255,000,000,000
0070,0038,255,000,000,000
0070,0039,255,000,000,000
0070,0040,255,000,000,000
0070,0041,255,000,000,000
0070,0042,255,000,000,000
0070,0043,255,000,000,000
0070,0044,255,000,000,000
0070,0045,255,000,000,000
0070,0046,255,000,000,000
0070,0047,255,000,000,000
